Title,Authors,Publication Year,DOI,DB,Población estudiada,Método de DL usado,"Datos emocionales usados (facial, voz, texto)",Emociones descritas,Técnicas de IA utilizadas,Base de datos,Árbol de emociones,Resultados principales,Limitaciones,Estado
underrepresentation of phenotypic variability of 16p13.11 microduplication syndrome assessed with an online self-phenotyping tool (phenotypr): cohort study,"Li J, Hojlo MA, Chennuri S, Gujral N, Paterson HL, Shefchek KA, Genetti CA, Cohn EL, Sewalk KC, Garvey EA, Buttermore ED, Anderson NC, Beggs AH, Agrawal PB, Brownstein JS, Haendel MA, Holm IA, Gonzalez-Heydrich J, Brownstein CA.",2021,10.2196/21023,PubMed,,,,,,,,,,
"understanding concerns, sentiments, and disparities among population groups during the covid-19 pandemic via twitter data mining: large-scale cross-sectional study","Zhang C, Xu S, Li Z, Hu S.",2021,10.2196/26482,PubMed,,,,,,,,,,
understanding digital dementia and cognitive impact in the current era of the internet: a review,"Ali Z, Janarthanan J, Mohan P.",2024,10.7759/cureus.70029,PubMed,,,,,,,,,,
understanding emotions in children with developmental disabilities during robot therapy using eda,"Nagae T, Lee J.",2022,10.3390/s22145116,PubMed,,,,,,,,,,
understanding mood disorders in children,"Lee HJ, Kim SH, Lee MS.",2019,10.1007/978-981-32-9721-0_12,PubMed,,,,,,,,,,
understanding the genetic complexity of puberty timing across the allele frequency spectrum,"Kentistou KA, Kaisinger LR, Stankovic S, Vaudel M, de Oliveira EM, Messina A, Walters RG, Liu X, Busch AS, Helgason H, Thompson DJ, Santon F, Petricek KM, Zouaghi Y, Huang-Doran I, Gudbjartsson DF, Bratland E, Lin K, Gardner EJ, Zhao Y, Jia R, Terao C, Riggan M, Bolla MK, Yazdanpanah M, Yazdanpanah N, Bradfield JP, Broer L, Campbell A, Chasman DI, Cousminer DL, Franceschini N, Franke LH, Girotto G, He C, Järvelin MR, Joshi PK, Kamatani Y, Karlsson R, Luan J, Lunetta KL, Mägi R, Mangino M, Medland SE, Meisinger C, Noordam R, Nutile T, Concas MP, Polašek O, Porcu E, Ring SM, Sala C, Smith AV, Tanaka T, van der Most PJ, Vitart V, Wang CA, Willemsen G, Zygmunt M, Ahearn TU, Andrulis IL, Anton-Culver H, Antoniou AC, Auer PL, Barnes CL, Beckmann MW, Berrington A, Bogdanova NV, Bojesen SE, Brenner H, Buring JE, Canzian F, Chang-Claude J, Couch FJ, Cox A, Crisponi L, Czene K, Daly MB, Demerath EW, Dennis J, Devilee P, Vivo I, Dörk T, Dunning AM, Dwek M, Eriksson JG, Fasching PA, Fernandez-Rhodes L, Ferreli L, Fletcher O, Gago-Dominguez M, García-Closas M, García-Sáenz JA, González-Neira A, Grallert H, Guénel P, Haiman CA, Hall P, Hamann U, Hakonarson H, et al.",2023,10.1101/2023.06.14.23291322,PubMed,,,,,,,,,,
understanding the role of intimate partner violence on hiv transmission in zimbabwe: secondary data analysis of data from the zimbabwe demographic survey 2015-2016,"Mapingure M, Dzinamarira T, Mukandavire Z, Chingombe I, Cuadros DF, Eghtessadi R, Mutenherwa F, Herrera H, Madziva R, Mukwenha S, Murewanhema G, Musuka G.",2023,10.34172/hpp.2023.14,PubMed,,,,,,,,,,
unveiling convergent and divergent intrinsic brain network alternations in depressed adolescents engaged in non-suicidal self-injurious behaviors with and without suicide attempts,"Li L, Liang Z, Li G, Xu H, Yang X, Liu X, Zhang X, Wang J, Zhang Z, Zhou Y.",2024,10.1111/cns.14684,PubMed,,,,,,,,,,
unveiling the potential of chatgpt and yolov7 for evaluating children's emotions using their artistic expressions,"Shah U, Khan S, Alzubaidi M, Agus M, Househ M.",2024,10.3233/SHTI240434,PubMed,,,,,,,,,,
use of health care chatbots among young people in china during the omicron wave of covid-19: evaluation of the user experience of and satisfaction with the technology,"Shan Y, Ji M, Xie W, Zhang X, Qian X, Li R, Hao T.",2022,10.2196/36831,PubMed,,,,,,,,,,
user experiences of social support from companion chatbots in everyday contexts: thematic analysis,"Ta V, Griffith C, Boatfield C, Wang X, Civitello M, Bader H, DeCero E, Loggarakis A.",2020,10.2196/16235,PubMed,,,,,,,,,,
using a social robot to teach gestural recognition and production in children with autism spectrum disorders,"So WC, Wong MK, Lam CK, Lam WY, Chui AT, Lee TL, Ng HM, Chan CH, Fok DC.",2018,10.1080/17483107.2017.1344886,PubMed,,,,,,,,,,
using administrative data to identify u.s. army soldiers at high-risk of perpetrating minor violent crimes,"Rosellini AJ, Monahan J, Street AE, Hill ED, Petukhova M, Reis BY, Sampson NA, Benedek DM, Bliese P, Stein MB, Ursano RJ, Kessler RC.",2017,10.1016/j.jpsychires.2016.09.028,PubMed,,,,,,,,,,
using automated computer vision and machine learning to code facial expressions of affect and arousal: implications for emotion dysregulation research,"Haines N, Bell Z, Crowell S, Hahn H, Kamara D, McDonough-Caplan H, Shader T, Beauchaine TP.",2019,10.1017/S0954579419000312,PubMed,,,,,,,,,,
using boosted machine learning to predict suicidal ideation by socioeconomic status among adolescents,"Park H, Lee K.",2022,10.3390/jpm12091357,PubMed,,,,,,,,,,
using computer-vision and machine learning to automate facial coding of positive and negative affect intensity,"Haines N, Southward MW, Cheavens JS, Beauchaine T, Ahn WY.",2019,10.1371/journal.pone.0211735,PubMed,,,,,,,,,,
using data tools and systems to drive change in early childhood education for disadvantaged children in south africa,"Giese S, Dawes A, Biersteker L, Girdwood E, Henry J.",2023,10.3390/children10091470,PubMed,,,,,,,,,,
using functional connectivity to examine the correlation between mirror neuron network and autistic traits in a typically developing sample: a fnirs study,"Nguyen T, Miguel HO, Condy EE, Park S, Gandjbakhche A.",2021,10.3390/brainsci11030397,PubMed,,,,,,,,,,
using heart rate profiles during sleep as a biomarker of depression,"Saad M, Ray LB, Bujaki B, Parvaresh A, Palamarchuk I, De Koninck J, Douglass A, Lee EK, Soucy LJ, Fogel S, Morin CM, Bastien C, Merali Z, Robillard R.",2019,10.1186/s12888-019-2152-1,PubMed,,,,,,,,,,
using machine learning analyses of speech to classify levels of expressed emotion in parents of youth with mood disorders,"Weintraub MJ, Posta F, Arevian AC, Miklowitz DJ.",2021,10.1016/j.jpsychires.2021.01.019,PubMed,,,,,,,,,,
using machine learning and surface reconstruction to accurately differentiate different trajectories of mood and energy dysregulation in youth,"Versace A, Sharma V, Bertocci MA, Bebko G, Iyengar S, Dwojak A, Bonar L, Perlman SB, Schirda C, Travis M, Gill MK, Diwadkar VA, Sunshine JL, Holland SK, Kowatch RA, Birmaher B, Axelson D, Frazier TW, Arnold LE, Fristad MA, Youngstrom EA, Horwitz SM, Findling RL, Phillips ML.",2017,10.1371/journal.pone.0180221,PubMed,,,,,,,,,,
using machine learning modeling to identify childhood abuse victims on the basis of personality inventory responses,"Sadeghpour A, Badal VD, Pogge DL, O'Donohue EM, Bigdeli T, Harvey PD.",2024,10.1016/j.jpsychires.2024.09.046,PubMed,,,,,,,,,,
using machine learning to develop a five-item short form of the children's depression inventory,"Lin S, Wang C, Jiang X, Zhang Q, Luo D, Li J, Li J, Xu J.",2024,10.1186/s12889-024-18657-w,PubMed,,,,,,,,,,
using machine learning to understand age and gender classification based on infant temperament,"Gartstein MA, Seamon DE, Mattera JA, Bosquet Enlow M, Wright RJ, Perez-Edgar K, Buss KA, LoBue V, Bell MA, Goodman SH, Spieker S, Bridgett DJ, Salisbury AL, Gunnar MR, Mliner SB, Muzik M, Stifter CA, Planalp EM, Mehr SA, Spelke ES, Lukowski AF, Groh AM, Lickenbrock DM, Santelli R, Du Rocher Schudlich T, Anzman-Frasca S, Thrasher C, Diaz A, Dayton C, Moding KJ, Jordan EM.",2022,10.1371/journal.pone.0266026,PubMed,,,,,,,,,,
"using optimal control to disambiguate the effect of depression on sensorimotor, motivational and goal-setting functions","Huang H, Harlé K, Movellan J, Paulus M.",2016,10.1371/journal.pone.0167960,PubMed,,,,,,,,,,
using random forest to identify correlates of depression symptoms among adolescents,"Gohari MR, Doggett A, Patte KA, Ferro MA, Dubin JA, Hilario C, Leatherdale ST.",2024,10.1007/s00127-024-02695-1,PubMed,,,,,,,,,,
using research-practice-policy partnerships to mitigate the effects of childhood trauma on educator burnout,"Tirrell-Corbin C, Klika JB, Schelbe L.",2023,10.1016/j.chiabu.2022.105941,PubMed,,,,,,,,,,
using virtual reality interventions to promote social and emotional learning for children and adolescents: a systematic review and meta-analysis,"Zhang F, Zhang Y, Li G, Luo H.",2023,10.3390/children11010041,PubMed,,,,,,,,,,
utilizing user preferences in designing the agile (accelerating access to gender-based violence information and services leveraging on technology enhanced) chatbot,"Ngũnjiri A, Memiah P, Kimathi R, Wagner FA, Ikahu A, Omanga E, Kweyu E, Ngunu C, Otiso L.",2023,10.3390/ijerph20217018,PubMed,,,,,,,,,,
vagus nerve stimulation as a tool to induce plasticity in pathways relevant for extinction learning,"Childs JE, Alvarez-Dieppa AC, McIntyre CK, Kroener S.",2015,10.3791/53032,PubMed,,,,,,,,,,
ventral striatum connectivity during reward anticipation in adolescent smokers,"Jollans L, Zhipeng C, Icke I, Greene C, Kelly C, Banaschewski T, Bokde AL, Bromberg U, Büchel C, Cattrell A, Conrod PJ, Desrivières S, Flor H, Frouin V, Gallinat J, Garavan H, Gowland P, Heinz A, Ittermann B, Martinot JL, Artiges E, Nees F, Papadopoulos Orfanos D, Paus T, Smolka MN, Walter H, Schumann G, Whelan R.",2016,10.1080/87565641.2016.1164172,PubMed,,,,,,,,,,
virtual histology of cortical thickness and shared neurobiology in 6 psychiatric disorders,"Writing Committee for the Attention-Deficit/Hyperactivity Disorder; Autism Spectrum Disorder; Bipolar Disorder; Major Depressive Disorder; Obsessive-Compulsive Disorder; and Schizophrenia ENIGMA Working Groups; Patel Y, Parker N, Shin J, Howard D, French L, Thomopoulos SI, Pozzi E, Abe Y, Abé C, Anticevic A, Alda M, Aleman A, Alloza C, Alonso-Lana S, Ameis SH, Anagnostou E, McIntosh AA, Arango C, Arnold PD, Asherson P, Assogna F, Auzias G, Ayesa-Arriola R, Bakker G, Banaj N, Banaschewski T, Bandeira CE, Baranov A, Bargalló N, Bau CHD, Baumeister S, Baune BT, Bellgrove MA, Benedetti F, Bertolino A, Boedhoe PSW, Boks M, Bollettini I, Del Mar Bonnin C, Borgers T, Borgwardt S, Brandeis D, Brennan BP, Bruggemann JM, Bülow R, Busatto GF, Calderoni S, Calhoun VD, Calvo R, Canales-Rodríguez EJ, Cannon DM, Carr VJ, Cascella N, Cercignani M, Chaim-Avancini TM, Christakou A, Coghill D, Conzelmann A, Crespo-Facorro B, Cubillo AI, Cullen KR, Cupertino RB, Daly E, Dannlowski U, Davey CG, Denys D, Deruelle C, Di Giorgio A, Dickie EW, Dima D, Dohm K, Ehrlich S, Ely BA, Erwin-Grabner T, Ethofer T, Fair DA, Fallgatter AJ, Faraone SV, Fatjó-Vilas M, Fedor JM, Fitzgerald KD, Ford JM, Frodl T, Fu CHY, Fullerton JM, Gabel MC, Glahn DC, Roberts G, Gogberashvili T, Goikolea JM, Gotlib IH, Goya-Maldonado R, Grabe HJ, Green MJ, et al.",2021,10.1001/jamapsychiatry.2020.2694,PubMed,,,,,,,,,,
visual and thermal image processing for facial specific landmark detection to infer emotions in a child-robot interaction,"Goulart C, Valadão C, Delisle-Rodriguez D, Funayama D, Favarato A, Baldo G, Binotte V, Caldeira E, Bastos-Filho T.",2019,10.3390/s19132844,PubMed,,,,,,,,,,
warped rhythms: epileptic activity during critical periods disrupts the development of neural networks for human communication,"Reh R, Williams LJ, Todd RM, Ward LM.",2021,10.1016/j.bbr.2020.113016,PubMed,,,,,,,,,,
wearable artificial intelligence for anxiety and depression: scoping review,"Abd-Alrazaq A, AlSaad R, Aziz S, Ahmed A, Denecke K, Househ M, Farooq F, Sheikh J.",2023,10.2196/42672,PubMed,,,,,,,,,,
what can we learn from a chinese social media used by glaucoma patients?,"Fu J, Yang J, Li Q, Huang D, Yang H, Xie X, Xu H, Zhang M, Zheng C.",2023,10.1186/s12886-023-03208-5,PubMed,,,,,,,,,,
white matter microstructure in pediatric bipolar disorder and disruptive mood dysregulation disorder,"Linke JO, Adleman NE, Sarlls J, Ross A, Perlstein S, Frank HR, Towbin KE, Pine DS, Leibenluft E, Brotman MA.",2020,10.1016/j.jaac.2019.05.035,PubMed,,,,,,,,,,
white matter tracts related to memory and emotion in very preterm children,"Kelly CE, Thompson DK, Cooper M, Pham J, Nguyen TD, Yang JYM, Ball G, Adamson C, Murray AL, Chen J, Inder TE, Cheong JLY, Doyle LW, Anderson PJ.",2021,10.1038/s41390-020-01134-6,PubMed,,,,,,,,,,
why so glumm? detecting depression clusters through graphing lifestyle-environs using machine-learning methods (glumm),"Dipnall JF, Pasco JA, Berk M, Williams LJ, Dodd S, Jacka FN, Meyer D.",2017,10.1016/j.eurpsy.2016.06.003,PubMed,,,,,,,,,,
wife-mother role conflict at the critical child-rearing stage: a machine-learning approach to identify what and how matters in maternal depression symptoms in china,"Hong L, Yang A, Liang Q, He Y, Wang Y, Tao S, Chen L.",2024,10.1007/s11121-023-01610-5,PubMed,,,,,,,,,,
an explainable unified framework of spatio-temporal coupling learning with application to dynamic brain functional connectivity analysis,"Gao B, Yu A, Qiao C, Calhoun VD, Stephen JM, Wilson TW, Wang YP.",2024,10.1109/TMI.2024.3467384,"PubMed, Scopus",,,,,,,,,,
association of loneliness and grey matter volume in the dorsolateral prefrontal cortex: the mediating role of interpersonal self-support traits,"Zheng S, Chen X, Liu W, Li Z, Xiao M, Liu Y, Chen H.",2023,10.1007/s11682-023-00776-4,"PubMed, Scopus",,,,,,,,,,
attention-deficit/hyperactivity disorder (adhd) and emotion regulation over the life span,"Christiansen H, Hirsch O, Albrecht B, Chavanon ML.",2019,10.1007/s11920-019-1003-6,"PubMed, Scopus",,,,,,,,,,
"data-driven identification of subtypes of executive function across typical development, attention deficit hyperactivity disorder, and autism spectrum disorders","Vaidya CJ, You X, Mostofsky S, Pereira F, Berl MM, Kenworthy L.",2020,10.1111/jcpp.13114,"PubMed, Scopus",,,,,,,,,,
dynamic transient brain states in preschoolers mirror parental report of behavior and emotion regulation,"Toffoli L, Zdorovtsova N, Epihova G, Duma GM, Del Popolo Cristaldi F, Pastore M, Astle DE, Mento G.",2024,10.1002/hbm.70011,"PubMed, Scopus",,,,,,,,,,
electroencephalogram-based emotion recognition using a particle swarm optimization-derived support vector machine classifier,"Suma KV, Lingaraju GM, Dinesh PA, Nivedha R.",2020,10.1615/CritRevBiomedEng.2020033161,"PubMed, Scopus",,,,,,,,,,
emerging opportunities provided by technology to advance research in child health globally,"van Heerden A, Leppanen J, Rotheram-Borus MJ, Worthman CM, Kohrt BA, Skeen S, Giese S, Hughes R, Bohmer L, Tomlinson M.",2020,10.1177/2333794X20917570,"PubMed, Scopus",,,,,,,,,,
emotion recognition from posed and spontaneous dynamic expressions: human observers versus machine analysis,"Krumhuber EG, Küster D, Namba S, Shah D, Calvo MG.",2021,10.1037/emo0000712,"PubMed, Scopus",,,,,,,,,,
functional dysconnection of the inferior frontal gyrus in young people with bipolar disorder or at genetic high risk,"Roberts G, Lord A, Frankland A, Wright A, Lau P, Levy F, Lenroot RK, Mitchell PB, Breakspear M.",2017,10.1016/j.biopsych.2016.08.018,"PubMed, Scopus",,,,,,,,,,
general anesthesia and the young brain: the importance of novel strategies with alternate mechanisms of action,"Maksimovic S, Useinovic N, Quillinan N, Covey DF, Todorovic SM, Jevtovic-Todorovic V.",2022,10.3390/ijms23031889,"PubMed, Scopus",,,,,,,,,,
neural markers of procrastination in white matter microstructures and networks,"Chen Z, Liu P, Zhang C, Yu Z, Feng T.",2021,10.1111/psyp.13782,"PubMed, Scopus",,,,,,,,,,
neural mechanism of non-adaptive cognitive emotion regulation in patients with non-suicidal self-injury,"Lang AN, Zhong Y, Lei W, Xiao Y, Hang Y, Xie Y, Lv Z, Zhang Y, Liu X, Liang M, Zhang C, Zhang P, Yang H, Wu Y, Wang Q, Yang K, Long J, Liu Y, Wang S, Tang Y, Lei M, Zhang D, Ouyang L, Zhang L, Wang C.",2024,10.1016/j.comppsych.2024.152487,"PubMed, Scopus",,,,,,,,,,
predicting visual working memory with multimodal magnetic resonance imaging,"Xiao Y, Lin Y, Ma J, Qian J, Ke Z, Li L, Yi Y, Zhang J; Cam-CAN; Dai Z.",2021,10.1002/hbm.25305,"PubMed, Scopus",,,,,,,,,,
the spectrum of facial palsy: the meei facial palsy photo and video standard set,"Greene JJ, Guarin DL, Tavares J, Fortier E, Robinson M, Dusseldorp J, Quatela O, Jowett N, Hadlock T.",2020,10.1002/lary.27986,"PubMed, Scopus",,,,,,,,,,
using machine learning to identify early predictors of adolescent emotion regulation development,"Van Lissa CJ, Beinhauer L, Branje S, Meeus WHJ.",2023,10.1111/jora.12845,"PubMed, Scopus",,,,,,,,,,
